datetime,title,link,summary
2022-08-02,"[""Here's Why Intuit (NASDAQ:INTU) Has Caught The Eye Of Investors - Simply Wall St""]",['https://news.google.com/rss/articles/CBMifGh0dHBzOi8vc2ltcGx5d2FsbC5zdC9zdG9ja3MvdXMvc29mdHdhcmUvbmFzZGFxLWludHUvaW50dWl0L25ld3MvaGVyZXMtd2h5LWludHVpdC1uYXNkYXFpbnR1LWhhcy1jYXVnaHQtdGhlLWV5ZS1vZi1pbnZlc3RvcnPSAYABaHR0cHM6Ly9zaW1wbHl3YWxsLnN0L3N0b2Nrcy91cy9zb2Z0d2FyZS9uYXNkYXEtaW50dS9pbnR1aXQvbmV3cy9oZXJlcy13aHktaW50dWl0LW5hc2RhcWludHUtaGFzLWNhdWdodC10aGUtZXllLW9mLWludmVzdG9ycy9hbXA?oc=5'],"[""It's common for many investors, especially those who are inexperienced, to buy shares in companies with a good story even if these companies are loss-making.\nDespite being in the age of tech-stock blue-sky investing, many investors still adopt a more traditional strategy; buying shares in profitable companies like Intuit ( ).\nGenerally, companies experiencing growth in earnings per share (EPS) should see similar trends in share price.\nWhile Intuit did well to grow revenue over the last year, EBIT margins were dampened at the same time.\nIf EBIT margins are able to stay balanced and this revenue growth continues, then we should see brighter days ahead.""]"
2022-08-03,['Intuit sounds alarm on QuickBooks scam phishing - Accounting Today'],['https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmFjY291bnRpbmd0b2RheS5jb20vbmV3cy9pbnR1aXQtc291bmRzLWFsYXJtLW9uLXF1aWNrYm9va3Mtc2NhbS1waGlzaGluZ9IBAA?oc=5'],"['Accounting and tax software provider Intuit sent emails warning users of its flagship QuickBooks accounting software to be on the lookout for phishing emails purporting to be from the company.\nThe emails appear to be official messages from Intuit, with logos and all, telling people there are issues with their account, such as being unable to verify some information and asking them to click a link that collects personal data.\nThe company said it will never send an email with a supposed ""software update"" or ""software download"" attachment, nor will it send an email asking the recipient to send sign-in or password details, ask for bank or credit card details, or ask business users for confidential information about employees in an email.\nThe company warned too that hackers seem to have figured out how to insert emails into larger threads to bolster the appearance of legitimacy.\nIntuit noted that any email from the company should be coming from either an Intuit.com or e.Intuit.com address.']"
2022-08-04,['AECOM-Hunt Turner tops out concrete frame at $2B Intuit Dome - Construction Dive'],['https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmNvbnN0cnVjdGlvbmRpdmUuY29tL25ld3MvYWVjb20taHVudC10dXJuZXItdG9wcy1vdXQtY2xpcHBlcnMtMmItaW50dWl0LWRvbWUvNjI4ODE3L9IBAA?oc=5'],"['Dive Brief:The AECOM-Hunt Turner joint venture building the $2 billion NBA Intuit Dome arena for the Los Angeles Clippers topped out its concrete frame last week, just six months after its first foundation was poured, according to a Turner press release .\nCompleting the concrete frame took more than 200,000 hours of work by a crew of 350 people, Turner said.\nThe JV has placed more than 65,000 cubic yards of concrete at the project thus far, using 6,600 concrete truck deliveries.\nThe largest foundation pour was 2,572 cubic yards and the largest deck pour was 980 cubic yards, according to the release.\nThe project’s hefty price tag would place it as the country’s third most expensive arena, according to a 2020 ranking of costly sports venues.']"
2022-08-10,['Intuit Mailchimp CEO and Co-Founder Ben Chestnut to take on ... - Business Wire'],['https://news.google.com/rss/articles/CBMi3AFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDgwOTAwNjEzNy9lbi9JbnR1aXQtTWFpbGNoaW1wLUNFTy1hbmQtQ28tRm91bmRlci1CZW4tQ2hlc3RudXQtdG8tdGFrZS1vbi1CdXNpbmVzcy1BZHZpc29yLVJvbGUtU1ZQLW9mLUludHVpdC1RdWlja0Jvb2tzLU1vbmV5LVBsYXRmb3JtLVJhbmlhLVN1Y2Nhci1hc3N1bWVzLU1haWxjaGltcC1DRU8tRHV0aWVz0gEA?oc=5'],"['“I wanted Mailchimp to join Intuit so we could create one growth platform for small businesses everywhere,” said Ben Chestnut, who has led Mailchimp as CEO since co-founding the business 21 years ago.\n“Ben has been a visionary and caring leader whose passion for small businesses is coded into Mailchimp’s DNA,” said Alex Chriss, Executive Vice President and General Manager of the Intuit Small Business and Self-Employed Group (SBSEG).\nIn her role as SVP of the QuickBooks Money Platform, Rania has a proven track record of accelerating business growth, and building and leading global teams through transformation.\nSince Mailchimp is part of the Intuit Small Business Self-Employed segment, as Intuit Mailchimp CEO and SVP of the QuickBooks Money Platform, Rania will remain a part of the SBSEG leadership team reporting to Alex Chriss.\n“I’m blown away by all that Ben and the Mailchimp team have done to help small businesses succeed,” said Rania Succar, Intuit Mailchimp CEO and SVP of the QuickBooks Money Platform.']"
2022-08-12,['Tech News: Intuit releases Tax Resource Library for professionals - Accounting Today'],['https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmFjY291bnRpbmd0b2RheS5jb20vbGlzdC90ZWNoLW5ld3MtaW50dWl0LXJlbGVhc2VzLXRheC1yZXNvdXJjZS1saWJyYXJ5LWZvci1wcm9mZXNzaW9uYWxz0gEA?oc=5'],"[""Intuit announced the release of a new tax resource library to provide guidance to tax professionals.\nMuch of the content is aimed at those looking to grow past compliance work and into client advisory services.\nOne goes over the fundamentals of tax advisory work, including what it is, what kind of certifications are needed, the current shape of the landscape, and advice from peers.\nThe second talks about how to get started with things like defining one's services, identifying the right clients, and continuing learning resources.\nThe third concerns pricing models, particularly how to shift into a value-based year-round model, and how to learn from peers' pricing strategies and client engagement.""]"
2022-08-15,['Intuit Launches B2B Online Marketplace Trada by QuickBooks To ... - eSeller365'],['https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmVzZWxsZXIzNjUuY29tL2ludHVpdC1sYXVuY2hlcy10cmFkYS1ieS1xdWlja2Jvb2tzLW1hcmtldHBsYWNlL9IBAA?oc=5'],"['Intuit QuickBooks, the popular accounting software for small businesses, is getting into the online marketplace space with Trada by QuickBooks.\nThe new QuickBooks marketplace platform connects brands with retailers and online sellers, by offering “a large selection of unique products at wholesale prices.”Trada by QuickBooks is a membership-based marketplace, meaning both sellers (brands) and buyers (retailers/sellers) must join the platform to transact with each other.\nWhile Trada uses the word “unique” frequently to describe the product mix on its marketplace, buyers shouldn’t expect to find these items only on Trada.\nWith Trada, QuickBooks is trying to connect two business groups it serves in the small business retail/online world: retailers/online sellers and small brands/producers.\nInterested retailers and online sellers can preview the brands and products available on either marketplace by going to https://www.tradamarket.com/shop (US) or https://www.trada.io/shop (Australia).']"
2022-08-18,"['Intuit: A Great Dividend Stock, But Macro Matters (NASDAQ:INTU) - Seeking Alpha']",['https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ1MzU0NDMtaW50dWl0LWdyZWF0LWRpdmlkZW5kLXN0b2NrLWJ1dC1tYWNyby1tYXR0ZXJz0gEA?oc=5'],"['Putting Intuit Inc. (NASDAQ:INTU) on my watchlist was the result of my focus on high-quality dividend growth and low-volatility investments.\nIn this article, I will reiterate that call while highlighting the need for low volatility, dividend growth, and its upcoming earnings in light of ongoing macro developments.\nIntuit Inc.With all of this in mind, Intuit is focused on small businesses and self-employed people.\nMoreover, while the dividend yield is low, dividend growth and low volatility are paving the way for outperformance.\nThis shows that low volatility is better at providing long-term capital appreciation compared to high volatility strategies, which makes low volatility a critical investment factor to consider.']"
2022-08-22,"['Empowering 700 students to make a positive impact in their ... - Intuit', 'Ginny T. Lee, of Intuit and Khan Academy, Appointed to BOG - MU The Parthenon']","['https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmludHVpdC5jb20vYmxvZy9zb2NpYWwtcmVzcG9uc2liaWxpdHkvZW1wb3dlcmluZy03MDAtc3R1ZGVudHMtdG8tbWFrZS1hLXBvc2l0aXZlLWltcGFjdC1pbi10aGVpci1jb21tdW5pdGllcy_SAQA?oc=5', 'https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vbWFyc2hhbGxwYXJ0aGVub24uY29tLzI5NjgwL25ld3MvZ2lubnktdC1sZWUtb2YtaW50dWl0LWFuZC1raGFuLWFjYWRlbXktYXBwb2ludGVkLXRvLWJvZy_SAQA?oc=5']","['Last fall, we challenged hundreds of high school students to help underrepresented business owners develop innovative solutions to their biggest challenges.\n[ 3]As part of Intuit’s inaugural Social Innovation Challenge, students formed teams, working for months to develop ideas and programs to benefit their communities.\n-Sophia Bustos, The Early Entrepreneurs team“To say that taking part in Intuit’s Social Innovation Challenge has inspired me would be an understatement.\nI would recommend this challenge to any aspiring students who are eager to advocate for social change.” – Gavin Schuld, ReFaire teamLuckily, for both mentors and students, Intuit’s Social Innovation Challenge isn’t going away anytime soon.\nIntuit’s newest Social Innovation Challenge is kicking off in October 2022.', 'The former president and chief operating officer of Khan Academy will join Marshall’s Board of Governors on Oct. 19.\nGinny T. Lee was announced to be joining the university’s board of governors earlier today upon being appointed by West Virginia Governor Jim Justice.\nLee has been recognized for her work with the internationally used education program Khan Academy; she has also served a two-decade-long tenure at Intuit in senior operational and technical roles.\n“Ginny Lee’s experience in the world of digital finance and online education gives our board a different perspective,” Patrick Farrell, Chairman of Marshall’s Board of Governors, said.\nPresident Smith also congratulated Lee on her new position, noting that she is well deserving of a seat on the board of governors.']"
2022-08-26,"['Intuit unveils new logo design - Accounting Today', 'Intuit Reveals New Logo - CPAPracticeAdvisor.com', 'Los Angeles Clippers owner Steve Ballmer spares no expense on ... - Sports Business Journal']","['https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmFjY291bnRpbmd0b2RheS5jb20vbmV3cy9pbnR1aXQtdW52ZWlscy1uZXctbG9nby1kZXNpZ27SAQA?oc=5', 'https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAyMi8wOC8yNi9pbnR1aXQtcmV2ZWFscy1uZXctbG9nby83MDAyMi_SAQA?oc=5', 'https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnNwb3J0c2J1c2luZXNzam91cm5hbC5jb20vRGFpbHkvSXNzdWVzLzIwMjIvMDgvMjYvRmFjaWxpdGllcy9TdGV2ZS1CYWxsbWVyLUludHVpdC1Eb21lLWNvbnN0cnVjdGlvbi5hc3B40gEA?oc=5']","['Intuit, the company behind products like TurboTax and QuickBooks, announced a new logo that it says better reflects the evolution of its product line.\nThe new logo is part of a refreshed identity that will also include a refreshed core blue color, an evolved visual identity system, and an updated display of the company\'s cornerstone brands, together with the Intuit brand.\n""We\'ve made significant advancements over the last few years to become a global financial technology platform company that truly powers prosperity for the people and communities we serve,"" says Lara Balazs, Intuit executive vice president, chief marketing officer and general manager of the Strategic Partner Group, in a statement.\n""We\'ve added Credit Karma and Mailchimp to the platform, welcomed millions of new customers, prepared students for today\'s jobs and created thousands of new jobs, all with the goal to solve the biggest challenges facing our customers and communities.""', 'Intuit yesterday unveiled a new logo (see above), which now includes four brands that fall under its umbrella.\n“We’ve made significant advancements over the last few years to become a global financial technology platform company that truly powers prosperity for the people and communities we serve,” Lara Balazs, Intuit executive vice president, chief marketing officer, and general manager, Strategic Partner Group, was quoted as saying in a blog about the new logo.\n“We’ve added Credit Karma and Mailchimp to the platform, welcomed millions of new customers, prepared students for today’s jobs and created thousands of new jobs, all with the goal to solve the biggest challenges facing our customers and communities.”The blog describes the new logo as “a refreshed core blue color, an evolved visual identity system, and an updated display of our cornerstone brands together with the Intuit brand.”', 'Clippers owner Steve Ballmer ""isn\'t sparing any detail"" when it comes to the more than $2B privately funded Intuit Dome, and Ballmer has ""his fingerprints all over what will be Inglewood\'s latest modern sports palace,"" according to Ohm Youngmisuk of ESPN.com.\nBallmer has ""spent billions on the present and future of the Clippers.""\nBallmer is ""trying to change that,"" even if it means ""planting the Clippers logo in as much pavement as possible.""\nBallmer and Clippers execs ""visited at least 16 NBA arenas and venues overseas in Europe.""\nThese guys have great player space.']"
2022-08-30,"['New Intuit Tax Advisor System Integrates Tax Prep and Advisory - CPAPracticeAdvisor.com', ""Intuit's Q4 And FY 2022: What If There's A Recession? (NASDAQ ... - Seeking Alpha""]","['https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAyMi8wOC8zMC9uZXctaW50dWl0LXRheC1hZHZpc29yLXN5c3RlbS1pbnRlZ3JhdGluZy10YXgtcHJlcC1hbmQtYWR2aXNvcnkvNzAxMzEv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ1Mzc4NzMtaW50dWl0cy1xNC1meS0yMDIyLXdoYXQtaWYtcmVjZXNzaW9u0gEA?oc=5']","['It looks like you’re using an ad blocker that may prevent our website from working properly.\nTo receive the best experience possible, please make sure any blockers are switched off and refresh the page.\nIf you have any questions or need help you can email us', 'For context, last quarter\'s revenue grew 35% year-over-year, which was also the result of this earlier tax season.\nMailchimp\'s acquisition closed this year, so we must ""take out"" its revenue to arrive at an organic revenue growth rate.\nCredit Karma: Comps are getting much tougher now, and macro is having a slight impactSince joining Intuit, Credit Karma has greatly accelerated its yearly revenue.\nThe highlight for Credit Karma was Lightbox, its proprietary technology to match lenders\' offers with Credit Karma members while improving approval rates.\nBringing Mint and Credit Karma togetherManagement announced during the call that Mint will now be reported jointly with Credit Karma.']"
2022-08-31,['Ways to Support Black-Owned Businesses - Intuit'],['https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmludHVpdC5jb20vYmxvZy9zb2NpYWwtcmVzcG9uc2liaWxpdHkvdGhlLW1hbnktd2F5cy15b3UtY2FuLXN1cHBvcnQtYmxhY2stb3duZWQtYnVzaW5lc3Nlcy_SAQA?oc=5'],"['There are many ways you can support Black-owned businesses - here are a few ways to get started today!\nWhile taking the time to acknowledge these businesses is a wonderful way to offer support, how can we make it a point to support Black-owned businesses year-round?\n4 ways to support Black-owned businessesCharisse Daggs’s discussion on how to support Black-owned businesses gave us the following tips on how we can come together to help the community and do more.\nInfluence others at your own companyYour role in helping small businesses is bigger than just supporting Black-owned small businesses.\nSupport Black businesses year-roundSupporting Black-owned businesses doesn’t have to end with Black Business Month.']"
2022-09-06,"['Intuit QuickBooks introduces new 1099 solution for contractor ... - Accounting Today', 'Intuit CEO Sasan Goodarzi to Present at Goldman Sachs Conference - Business Wire']","['https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmFjY291bnRpbmd0b2RheS5jb20vbmV3cy9pbnR1aXQtcXVpY2tib29rcy1pbnRyb2R1Y2VzLW5ldy0xMDk5LXNvbHV0aW9uLWZvci1jb250cmFjdG9yLXBheW1lbnRz0gEA?oc=5', 'https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMjIwOTA2MDA1OTI3L2VuL0ludHVpdC1DRU8tU2FzYW4tR29vZGFyemktdG8tUHJlc2VudC1hdC1Hb2xkbWFuLVNhY2hzLUNvbmZlcmVuY2XSAQA?oc=5']","['Called Contractor Payments, the new solution is available as a standalone offering or combined with a subscription of QuickBooks Online or QuickBooks Online Payroll.\nThe new Contractor Payments tool is intended to handle all of these things.\nAll contractor payments automatically sync with QuickBooks Online.\nFurther, Contractor Payments can also complete 1099s for business owners automatically and send them to contractors so they can report their income.\nContractor Payments is available starting at $15 a month.', 'MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--Intuit (Nasdaq: INTU), the global financial technology platform that makes TurboTax, QuickBooks, Mint, Credit Karma, and Mailchimp, announced today that Sasan Goodarzi, chief executive officer, will present at the Goldman Sachs TMT Conference on September 13.\nThe fireside chat will begin at 10:00 a.m. Pacific time (1:00 p.m. Eastern time) and will be available live via audio webcast on Intuit’s investor relations website at https://investors.intuit.com/events-and-presentations/default.aspx.\nA replay of the webcast will be available approximately 24 hours after the presentation ends.\nIntuit is the global financial technology platform that powers prosperity for the people and communities we serve.\nWith more than 100 million customers worldwide using TurboTax, Credit Karma, QuickBooks, and Mailchimp, we believe that everyone should have the opportunity to prosper.']"
2022-09-07,"['Intuit and Ignition Launch Tax Planning and Advisory Proposal ... - CPAPracticeAdvisor.com', 'Intuit Mailchimp Takes the Guesswork out of Growing Your Business ... - Business Wire']","['https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAyMi8wOS8wNy9pbnR1aXQtYW5kLWlnbml0aW9uLWxhdW5jaC10YXgtcGxhbm5pbmctYW5kLWFkdmlzb3J5LXByb3Bvc2FsLXRlbXBsYXRlcy83MDQ0NS_SAQA?oc=5', 'https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDkwNzAwNTUzMi9lbi9JbnR1aXQtTWFpbGNoaW1wLVRha2VzLXRoZS1HdWVzc3dvcmstb3V0LW9mLUdyb3dpbmctWW91ci1CdXNpbmVzcy1XaXRoLU5ldy1GYWxsLUNhbXBhaWdu0gEA?oc=5']","['“The new templates within Ignition provide tax professionals with three tiers of service, from basic tax preparation to full-service tax planning and advisory services.”As tax professionals move to more year-round advisory services, Ignition recognized the need for an updated product that improves the way tax and accounting professionals engage with their clients.\nIgnition , a client engagement and commerce platform, has partnered with Intuit Inc , to launch its Tax Planning and Advisory Proposal templates which integrate into Intuit ProConnect Group’s latest product, Intuit Tax Advisor .\nThrough Ignition’s Tax Advisory Proposal Template, accountants and tax professionals on Intuit Tax Advisor can scope and sell their tax advisory services simply, efficiently and effectively at scale.\n“Intuit Tax Advisor has been built to be able to provide advice within minutes,” said Brady Suggs, Director of Product Management, Intuit.\nIgnition’s partnership helps effectively and efficiently introduce this into current and future engagements.”For additional information on the integration and Ignition Tax Advisory Proposal templates, visit www.ignitionapp.com/templates/tax-planning-and-advisory-individual-proposal-template.', 'Eliminating Guesswork Through Data and CreativityMarketers have little time for the whims of guesswork when it comes to scaling a business.\nThat’s where Mailchimp’s data-backed automations and AI tools come into play, which are powered by the millions of Mailchimp customers that send half a billion emails each day on the platform.\nWink intended for this campaign to express that next-level product benefit in a unique and fun way.\nThere, Mailchimp is teaming up with IMG and the Black in Fashion Council (BIFC) to take the guesswork out of growing a fashion business for five emerging designers.\nAbout MailchimpMailchimp is an email and marketing automations platform for growing businesses.']"
2022-09-09,"['Intuit Mailchimp debuts NYFW: The Shows Capsule Collection and ... - Business Wire', 'New commercials: Intuit Mailchimp, Denny’s, Verizon, Ally Bank, Lexus - AdAge.com']","['https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIyMDkwMTAwNTc2MS9lbi9JbnR1aXQtTWFpbGNoaW1wLWRlYnV0cy1OWUZXLVRoZS1TaG93cy1DYXBzdWxlLUNvbGxlY3Rpb24tYW5kLXBvcC11cC1zaG9wLWluLXBhcnRuZXJzaGlwLXdpdGgtdGhlLUJsYWNrLWluLUZhc2hpb24tQ291bmNpbNIBAA?oc=5', 'https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYWRhZ2UuY29tL2FydGljbGUvaG90LXNwb3RzL25ldy1jb21tZXJjaWFscy1pbnR1aXQtbWFpbGNoaW1wLWRlbm55cy12ZXJpem9uLWFsbHktYmFuay1sZXh1cy8yNDI4NjM20gEA?oc=5']","['NYFW: The Shows Capsule Collection, presented by Mailchimp is an extension of Mailchimp’s recently debuted ‘Guess Less, Sell More’ brand campaign and will be on display during NYFW: The Shows 2022 and available at mailchimp.com/nyfw.\nMailchimp is also the first sponsor of the BIFC Discovery Showrooms at Spring Studios, the central hub of NYFW: The Shows.\nThe limited-edition capsule collection showcases five designers from the BIFC Discovery Showroom: Izayla, Kwame Adusei, Muehleder, Ndigo Studio, and Sammy B.\nGuests of New York Fashion Week: The Shows can view the capsule collection in the Mailchimp activation space located in the main lobby of Spring Studios and at mailchimp.com/nyfw.\nThe Black in Fashion Council works to advocate for diversity and inclusion in corporate structures while rectifying systemically racist policies that have permeated the fashion industry for years.', 'Once registered, you can:- Read additional free articles each month- Comment on articles and featured creative work- Get our curated newsletters delivered to your inboxfirst_name:last_name:email:Register NowBy registering you agree to our privacy policy, terms & conditions and to receive occasional emails from Ad Age.\nYou may unsubscribe at any time.\nAre you a print subscriber?\nActivate your account.']"
2022-09-13,['Intuit Inc. (INTU) CEO Sasan Goodarzi Presents at Goldman Sachs ... - Seeking Alpha'],['https://news.google.com/rss/articles/CBMifGh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ1NDA3NjYtaW50dWl0LWluYy1pbnR1LWNlby1zYXNhbi1nb29kYXJ6aS1wcmVzZW50cy1nb2xkbWFuLXNhY2hzLXRtdC1jb25mZXJlbmNlLXRyYW5zY3JpcHTSAQA?oc=5'],"[""The thing that matters most to small businesses is they need to grow their customers and manage their cash flow.\nWhen times get tough, small businesses don't go through their budget line and say, can I reduce what I pay Intuit.\nWe know what matters to consumers, and small businesses in this case, we're mission critical to them.\nIt's the lifeblood of a small business, but you're a growth company, adding new subs at a pretty frantic rate, right?\nAnd that's really what's resulted in -- when you look at our overall payments volume today, we're growing over 30%.""]"
2022-09-15,['Former Intuit CEO joins Humana board - The Business Journals'],['https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9sb3Vpc3ZpbGxlL25ld3MvMjAyMi8wOS8xNS9odW1hbmEtbmV3LTIwMjItZ3VpZGFuY2UuaHRtbNIBWGh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9sb3Vpc3ZpbGxlL25ld3MvMjAyMi8wOS8xNS9odW1hbmEtbmV3LTIwMjItZ3VpZGFuY2UuYW1wLmh0bWw?oc=5'],['']
2022-09-20,['NEXT Insurance Launches its Embedded Solution NEXT Connect ... - PR Newswire'],['https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL25leHQtaW5zdXJhbmNlLWxhdW5jaGVzLWl0cy1lbWJlZGRlZC1zb2x1dGlvbi1uZXh0LWNvbm5lY3Qtd2l0aGluLWludHVpdHMtcXVpY2tib29rcy1lY29zeXN0ZW0tMzAxNjI4MjEzLmh0bWzSAQA?oc=5'],"['Small businesses and accountants can obtain insurance quotes and bind coverage without leaving their QuickBooks account.\nNEXT\'s pay-as-you-go offering now uses Stripe Financial Connections to link to a customer\'s bank account and automatically handle payments on an ongoing basis.\n""NEXT Connect\'s embedded insurance offering and pay-as-you-go solution allow us to not only provide QuickBooks customers with seamless access to trusted insurance carriers, but also offer payment options adjusted to a company\'s payroll.""\nFurther, with the added support of its workers\' compensation pay-as-you-go offering, NEXT is enabling better cash flow management in a time of economic uncertainty.\nAbout NEXT InsuranceNEXT Insurance is transforming small business insurance with simple, digital and affordable coverage tailored to the self-employed.']"
2022-09-21,['Intuit + Mailchimp pledge to continue its support of the Atlanta community - SaportaReport'],['https://news.google.com/rss/articles/CBMiggFodHRwczovL3NhcG9ydGFyZXBvcnQuY29tL2ludHVpdC1tYWlsY2hpbXAtcGxlZGdlLXRvLWNvbnRpbnVlLWl0cy1zdXBwb3J0LW9mLXRoZS1hdGxhbnRhLWNvbW11bml0eS9zZWN0aW9ucy9yZXBvcnRzL21hcmlhX3NhcG9ydGEv0gGGAWh0dHBzOi8vc2Fwb3J0YXJlcG9ydC5jb20vaW50dWl0LW1haWxjaGltcC1wbGVkZ2UtdG8tY29udGludWUtaXRzLXN1cHBvcnQtb2YtdGhlLWF0bGFudGEtY29tbXVuaXR5L3NlY3Rpb25zL3JlcG9ydHMvbWFyaWFfc2Fwb3J0YS9hbXAv?oc=5'],"['The Intuit + Mailchimp team from left to right: Lain Shakespeare, CEO Rania Succar and COO Sheldon Cummings at Atlanta Contemporary Arts Center on Sept. 20.\nThe afterparty also was an opportunity to present Mailchimp’s leadership to the Atlanta community — Rania Succar, CEO of Mailchimp; and Sheldon Cummings, the chief operating officer.\nDuring the event, Succar said she learned about the partnerships Mailchimp has had with the people in attendance.\n“We are so proud to bring Mailchimp into the Intuit family,” Succar said, adding the company can’t wait to accelerate “everything that MailChimp is doing.\n“I’ve never lived in the South before,” said Cummings, who is looking forward to being more involved in the Atlanta community.']"
2022-09-26,"['Intuit launches QuickBooks Online Advanced - TechRadar', ""How can women succeed in tech? Intuit's Nidhi Gopal believes in ... - YourStory"", 'Intuit Dome on track for opening in 2024 - Sports Business Journal', 'What is glance.intuit.com? Is it safe? - Candid.Technology']","['https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy9pbnR1aXQtbGF1bmNoZXMtcXVpY2tib29rcy1vbmxpbmUtYWR2YW5jZWTSAQA?oc=5', 'https://news.google.com/rss/articles/CBMiTGh0dHBzOi8veW91cnN0b3J5LmNvbS9oZXJzdG9yeS8yMDIyLzA5L25pZGhpLWdvcGFsLWludHVpdC13b21lbi1zdWNjZWVkLXRlY2jSAQA?oc=5', 'https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnNwb3J0c2J1c2luZXNzam91cm5hbC5jb20vRGFpbHkvSXNzdWVzLzIwMjIvMDkvMjYvRmFjaWxpdGllcy9Mb3MtQW5nZWxlcy1DbGlwcGVycy1JbnR1aXQtRG9tZS5hc3B40gEA?oc=5', 'https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vY2FuZGlkLnRlY2hub2xvZ3kvZ2xhbmNlLWludHVpdC1jb20v0gEA?oc=5']","['Intuit has unveiled the launch of QuickBooks Online Advanced, a cloud-based solution aimed at accounting professionals and small businesses.\nThe company says QuickBooks Online Advanced can address the problems of rising complexity by making core business functions ""easier, quicker, and safer"".\nThe new QuickBooks product is set to include capabilities such as customized reports, sensitive data controls, and data restoration.\nQuickBooks Online Advanced retains all the features of Intuit’s most popular small business software solution, QuickBooks Online Plus.\nIntuit says additional product capabilities will be added to the platform in the near future.', 'In a conversation with HerStory, Nidhi talks about what drew her to STEM, important learnings in her journey and how we can retain more women in tech.\nI was denied the chance because my father, being an engineer, saw very little to no representation of women in technology.\nHS: How can we attract more women talent in tech?\nIt will require us to have sustained efforts in designing programmes that encourage women in tech.\nHaving an equitable culture is crucial to an organisation’s growth and success.', 'INGLEWOOD, Calif. -- Intuit Dome’s lower half is fully erected, with steel work underway in the upper bowl and work on roof steel commencing in less than a month.\nThe building is on pace to be fully enclosed by the summer of 2023 in advance of opening just over a year later, prior to the 2024-25 NBA season.\nA standing room-only section is planned for immediately behind the basket on that side of the playing court.\nAnd steel work on the Clippers Administration Building -- which is tenuously connected to the arena on the west side of the site -- is underway.\nMeanwhile, Daktronics will begin manufacturing the Halo board in December.', 'In this article, we’re talking about glance.intuit.com, what it is, what it does, whether or not it’s safe to use and everything else you need to know.\nAll you need to knowGlance.intuit.com explainedSimply put, Glance Intuit is a remote screen-sharing program that’s designed to help users file their taxes more efficiently.\nThe Glance Intuit download page.\nGlance Intuit can also be used for assistance on Turbo Tax, a famous tax-preparation software used in Canada and the United States.\nIt helps in filing tax returns for both individuals and corporations allowing users to both process and e-file their taxes.']"
